Country,Zipcode,Amount,Lat,Long
US,27868,10246813,36.03,-77.9
US,16923,9764545,41.98,-77.9
US,16851,11050451,40.78,-77.9
US,17236,12282042,39.83,-77.9
US,17249,10066924,40.24,-77.9
US,17215,10941058,40.06,-77.9
US,16941,11629036,41.98,-77.9
US,22542,12378991,38.28,-77.9
US,23117,9180598,38,-77.9
US,20140,12533806,38.81,-77.9
US,22741,12235787,38.44,-77.9
US,25441,12048380,39.22,-77.9
US,28408,12008377,34.21,-77.91
US,28402,11196150,34.21,-77.91
US,28406,10935987,34.21,-77.91
US,28449,11261733,33.99,-77.91
US,27850,11572164,36.43,-77.91
US,28401,10498213,34.21,-77.91
US,28403,10647265,34.21,-77.91
US,28405,12099750,34.21,-77.91
US,28412,11638294,34.21,-77.91
US,28411,8706301,34.21,-77.91
US,28409,11696363,34.21,-77.91
US,28404,8841028,34.21,-77.91
US,28407,11622354,34.21,-77.91
US,28410,10640228,34.21,-77.91
US,14486,9118437,42.9,-77.91
US,23153,10588803,37.75,-77.91
US,22724,12326429,38.63,-77.91
US,23893,11273819,36.63,-77.91
US,27895,10132647,35.73,-77.92
US,27894,11905498,35.73,-77.92
US,27844,10075149,36.25,-77.92
US,28425,11372419,34.55,-77.92
US,27896,9127804,35.73,-77.92
US,27893,10500579,35.73,-77.92
US,17060,12460636,40.43,-77.92
US,16835,10011225,40.91,-77.92
US,20144,9497710,38.92,-77.92
US,23139,9916248,37.54,-77.92
US,21722,12407657,39.65,-77.93
US,27813,12257740,35.63,-77.93
US,14517,9436521,42.58,-77.93
US,14464,10150702,43.32,-77.93
US,14430,10721622,43.21,-77.93
US,16844,11047147,40.91,-77.93
US,17223,9805416,40.06,-77.93
US,14416,9158000,43.08,-77.94
US,14895,12583928,42.12,-77.94
US,14420,9067736,43.21,-77.94
US,25429,12488667,39.32,-77.94
US,27856,11420060,35.96,-77.95
US,16874,9821212,41.02,-77.95
US,23873,9597957,36.79,-77.95
US,20130,10313539,39,-77.95
US,25446,11469240,39.24,-77.95
US,28349,12145011,34.96,-77.96
US,22567,12513807,38.25,-77.96
US,23002,12072722,37.34,-77.96
US,20128,12084259,38.74,-77.96
US,23101,9088337,37.52,-77.96
US,25402,10948618,39.46,-77.96
US,25405,11859615,39.46,-77.96
US,25401,10514349,39.46,-77.96
US,25403,10706010,39.46,-77.96
US,25404,11434294,39.46,-77.96
US,27531,9634265,35.37,-77.97
US,27533,10679184,35.37,-77.97
US,27532,10139688,35.37,-77.97
US,27830,11493511,35.54,-77.97
US,27534,9127756,35.37,-77.97
US,27530,12537921,35.37,-77.97
US,14880,12202168,42.17,-77.97
US,17052,10762323,40.37,-77.97
US,22737,9972498,38.58,-77.97
US,28478,9689830,34.69,-77.98
US,27863,12569885,35.49,-77.98
US,27586,8708480,36.44,-77.98
US,14846,12329698,42.52,-77.98
US,17264,10305468,40.19,-77.98
US,16865,10260972,40.72,-77.98
US,22611,11702395,39.14,-77.98
US,28466,9737164,34.73,-77.99
US,14525,9402505,42.87,-77.99
US,14482,12629920,42.97,-77.99
US,17233,10191841,39.93,-77.99
US,22639,11629403,38.83,-77.99
US,20106,12656053,38.67,-77.99
US,23093,11602075,38.01,-77.99
US,23067,9271838,37.82,-77.99
US,23825,9419100,37.08,-77.99
US,23845,11572509,36.57,-77.99
US,25427,11974283,39.55,-77.99
US,21711,9866609,39.66,-78
US,28464,9913352,34.76,-78
US,27851,10950516,35.64,-78
US,28451,10205739,34.24,-78
US,14530,9627189,42.71,-78
US,17253,10436898,40.21,-78
US,23824,10320239,37.07,-78
US,22701,12381416,38.47,-78
US,22643,11792885,38.9,-78
US,22729,9827600,38.37,-78
US,14707,11504755,42.06,-78.01
US,14549,12241506,42.7,-78.01
US,17229,12585682,40.03,-78.01
US,16915,12589968,41.77,-78.01
US,16652,10871107,40.49,-78.01
US,16654,10300195,40.49,-78.01
US,28458,9311288,34.82,-78.02
US,28461,11365092,33.92,-78.02
US,14709,8994205,42.3,-78.02
US,14470,9810242,43.22,-78.02
US,14708,10221640,42.01,-78.02
US,16623,11180463,40.29,-78.02
US,16871,9551927,41.2,-78.02
US,23938,10587586,36.91,-78.02
US,23014,9520602,37.76,-78.02
US,28333,11736506,35.27,-78.03
US,14813,9900873,42.22,-78.03
US,14476,11712034,43.32,-78.03
US,16622,12590337,40.3,-78.03
US,23920,10503075,36.7,-78.03
US,22646,10864176,39.06,-78.03
US,22746,12654228,38.63,-78.03
US,16859,9200685,41.02,-78.04
US,16669,9086291,40.57,-78.04
US,27816,9472226,36.08,-78.05
US,28453,10509554,34.89,-78.05
US,27880,11882660,35.76,-78.05
US,14427,10742645,42.63,-78.05
US,14429,10082896,43.17,-78.05
US,14452,10476414,43.25,-78.05
US,14508,10269011,43.32,-78.05
US,17212,9933428,39.84,-78.05
US,16870,10152952,40.79,-78.05
US,16660,12265227,40.46,-78.05
US,15861,11336395,41.38,-78.05
US,22620,12497520,39.09,-78.05
US,22622,10120080,39.25,-78.05
US,22989,10522349,38.21,-78.05
US,25413,11208258,39.32,-78.05
US,25428,8871561,39.35,-78.05
US,28365,10202260,35.19,-78.06
US,14422,9467912,43.07,-78.06
US,14557,8808539,43.04,-78.06
US,16689,11773567,40.12,-78.06
US,22733,8911096,38.31,-78.06
US,22642,10119260,38.9,-78.07
US,23170,9674534,38.05,-78.07
US,23955,9341812,37.13,-78.07
US,25440,10830676,39.3,-78.07
US,27551,11882134,36.43,-78.08
US,28398,10356892,34.99,-78.08
US,14143,10482018,42.98,-78.08
US,14550,9477967,42.66,-78.08
US,14591,9239777,42.82,-78.08
US,16720,11076759,41.63,-78.08
US,17228,12136807,39.97,-78.08
US,28479,9029210,34.28,-78.09
US,14536,10485181,42.55,-78.09
US,14711,10495457,42.31,-78.09
US,16674,12652365,40.17,-78.09
US,23083,11109583,37.29,-78.09
US,23950,9877237,36.69,-78.09
US,22656,10519518,39.2,-78.09
US,28435,8778861,34.46,-78.1
US,28465,8848855,33.91,-78.1
US,27882,10623035,35.94,-78.1
US,28325,11031482,35.15,-78.1
US,16611,9838117,40.55,-78.1
US,16685,10857725,40.26,-78.1
US,22716,10970537,38.6,-78.1
US,22627,10152617,38.76,-78.1
US,23027,9359682,37.66,-78.1
US,22663,10240706,39.05,-78.1
US,22624,10885161,39.26,-78.1
US,27807,12115471,35.78,-78.11
US,14735,11660056,42.46,-78.11
US,16647,9594379,40.39,-78.11
US,16877,9964079,40.7,-78.11
US,16834,9394751,41,-78.11
US,16839,10623402,41.01,-78.11
US,22960,12066311,38.24,-78.11
US,22957,9074393,38.19,-78.11
US,22948,12337102,38.33,-78.11
US,25420,9534491,39.37,-78.11
US,27542,9626798,35.59,-78.12
US,16845,10993252,41.11,-78.12
US,23084,10423570,37.87,-78.12
US,23970,10702464,36.72,-78.12
US,28341,10626099,35.11,-78.13
US,14066,11650287,42.64,-78.13
US,14054,12419520,42.91,-78.13
US,14477,11175911,43.33,-78.13
US,16849,9420644,40.97,-78.13
US,16694,8849721,40.16,-78.13
US,15832,12453036,41.34,-78.13
US,22735,11487731,38.49,-78.13
US,23944,8983751,36.96,-78.13
US,23930,12196968,37.18,-78.13
US,22623,8856299,38.85,-78.13
US,28422,12504090,34.07,-78.14
US,14739,9870906,42.2,-78.14
US,14569,12144762,42.74,-78.14
US,14745,10257947,42.47,-78.14
US,16621,9698566,40.2,-78.14
US,16683,8913176,40.62,-78.14
US,22713,9390455,38.54,-78.14
US,23919,10892747,36.59,-78.14
US,22640,10837181,38.8,-78.14
US,27589,11935851,36.4,-78.15
US,14130,8785991,42.55,-78.15
US,14774,10607459,42.08,-78.15
US,17238,12541409,39.86,-78.15
US,16879,11844377,40.97,-78.15
US,22747,11195590,38.71,-78.15
US,22725,11231705,38.45,-78.15
US,25421,10389994,39.38,-78.15
US,27569,9223366,35.46,-78.16
US,14744,8800405,42.42,-78.16
US,16746,9571591,41.77,-78.16
US,16847,8811799,40.99,-78.16
US,22715,10654897,38.41,-78.16
US,23038,9410235,37.75,-78.16
US,22730,12528565,38.36,-78.16
US,21750,11571500,39.7,-78.17
US,28421,8979456,34.52,-78.17
US,14715,9290443,42.06,-78.17
US,14039,10100888,42.82,-78.17
US,16634,10386863,40.2,-78.17
US,22604,12530179,39.17,-78.17
US,22603,10877064,39.17,-78.17
US,22601,9438495,39.17,-78.17
US,22602,9840802,39.17,-78.17
US,22722,9567627,38.46,-78.17
US,22732,11855659,38.31,-78.17
US,22749,12064149,38.6,-78.17
US,28393,10450444,34.99,-78.18
US,28436,10027941,34.33,-78.18
US,27594,9050518,36.48,-78.18
US,14058,8989960,43.07,-78.18
US,14411,9183352,43.24,-78.18
US,14020,9899460,42.99,-78.18
US,14021,11050891,42.99,-78.18
US,16657,9313032,40.33,-78.18
US,16638,12495102,40.34,-78.18
US,16860,8710344,40.96,-78.18
US,16691,11317283,40.09,-78.18
US,22942,10857542,38.13,-78.18
US,22630,10753159,38.92,-78.18
US,27563,11038556,36.44,-78.19
US,16748,9379580,41.96,-78.19
US,27555,9139103,35.56,-78.2
US,28444,10683191,34.72,-78.2
US,27557,10338634,35.78,-78.2
US,16679,8736380,40.15,-78.2
US,17267,9368890,39.77,-78.2
US,16693,10639784,40.46,-78.2
US,23922,10550120,37.18,-78.2
US,14717,9684654,42.35,-78.21
US,16866,9765233,40.89,-78.21
US,16677,11958978,40.79,-78.21
US,16821,9751033,40.97,-78.21
US,15536,9744404,39.93,-78.21
US,16840,9654614,40.94,-78.21
US,25411,11768311,39.55,-78.21
US,16858,9767869,41.01,-78.22
US,23974,12549080,36.99,-78.22
US,22655,12201993,39.09,-78.22
US,14777,10659364,42.4,-78.23
US,14754,9012872,42.02,-78.23
US,15834,8876739,41.51,-78.23
US,16633,11578414,40.16,-78.23
US,22972,10445791,38.2,-78.23
US,27568,8809201,35.51,-78.24
US,14571,11907351,43.33,-78.24
US,14024,10129493,42.58,-78.24
US,14714,12384026,42.29,-78.24
US,16836,11232676,41.14,-78.24
US,15533,9846485,39.99,-78.24
US,16678,8707544,40.21,-78.24
US,16686,11094136,40.67,-78.24
US,16672,11198390,40.17,-78.24
US,22709,12217470,38.32,-78.24
US,23040,9479548,37.49,-78.24
US,22974,10626007,37.94,-78.24
US,28447,10734310,34.6,-78.25
US,27508,12377006,35.95,-78.25
US,14029,11322265,42.47,-78.25
US,14786,10550321,42.13,-78.25
US,22740,9790526,38.67,-78.25
US,22727,8725247,38.37,-78.25
US,28456,10930377,34.34,-78.26
US,28462,10577508,34.01,-78.26
US,27570,11071979,36.42,-78.26
US,14005,12351796,42.9,-78.26
US,16650,10799237,40.13,-78.26
US,16666,10817529,40.85,-78.26
US,16850,10895648,41.07,-78.26
US,23055,10586261,37.76,-78.26
US,22963,12277456,37.86,-78.26
US,22719,11415650,38.52,-78.26
US,23952,9805846,36.96,-78.26
US,14125,10562778,43.06,-78.27
US,14727,10751800,42.21,-78.27
US,14721,11014381,42,-78.27
US,16743,9961389,41.81,-78.27
US,23915,9061147,36.68,-78.27
US,22738,11553896,38.29,-78.27
US,22645,12091477,39.02,-78.27
US,22649,9998620,39.02,-78.27
US,22731,11987558,38.35,-78.27
US,27576,10600564,35.53,-78.28
US,14011,12592321,42.86,-78.28
US,22923,11988343,38.17,-78.28
US,22721,10419403,38.39,-78.28
US,27553,12155183,36.47,-78.29
US,27549,10602318,36.1,-78.29
US,14060,9448417,42.44,-78.29
US,16684,12561572,40.63,-78.29
US,16876,9639130,40.96,-78.29
US,23022,12439966,37.71,-78.29
US,23966,10714155,37.27,-78.29
US,22625,12020093,39.32,-78.29
US,25422,9895555,39.62,-78.29
US,16631,12012095,40.29,-78.3
US,23942,12324844,37.13,-78.3
US,23123,11502527,37.7,-78.3
US,27597,12225725,35.82,-78.31
US,14167,11394415,42.73,-78.31
US,14056,12196308,43,-78.31
US,22610,9345114,38.83,-78.31
US,28448,10117052,34.46,-78.32
US,27556,9601461,36.39,-78.32
US,14065,8974690,42.48,-78.32
US,16662,12595020,40.31,-78.32
US,16825,8983791,40.98,-78.32
US,16750,11865297,41.88,-78.32
US,22743,9153112,38.48,-78.32
US,28329,11546032,35,-78.33
US,28328,9853775,35,-78.33
US,14113,10360460,42.66,-78.33
US,14770,12303119,42.03,-78.33
US,16617,12292012,40.6,-78.33
US,15821,10727386,41.31,-78.33
US,22637,11568786,39.26,-78.33
US,22711,11303476,38.4,-78.33
US,27577,10156041,35.5,-78.34
US,22748,12410860,38.35,-78.34
US,28366,8883200,35.25,-78.35
US,27593,11167714,35.58,-78.35
US,14788,8958455,42.07,-78.35
US,16651,10527828,40.82,-78.35
US,16620,8908388,40.83,-78.35
US,16855,11610849,40.98,-78.35
US,16663,9694270,40.8,-78.35
US,16873,11390948,41.07,-78.35
US,16698,10662520,40.82,-78.35
US,22947,8964380,38.02,-78.35
US,22657,11416437,38.98,-78.35
US,22641,10598990,38.98,-78.35
US,27591,9778420,35.78,-78.36
US,27527,10930565,35.63,-78.36
US,16695,9444571,40.22,-78.36
US,16878,9727131,40.94,-78.36
US,15537,8901263,40.01,-78.36
US,23954,9542479,37.09,-78.36
US,27537,9551319,36.37,-78.37
US,15535,11435266,39.91,-78.37
US,16664,8831910,40.16,-78.37
US,16724,11032610,41.75,-78.37
US,16659,10900367,40.17,-78.37
US,22968,9220869,38.23,-78.37
US,26817,11131091,39.38,-78.37
US,21766,12197071,39.62,-78.38
US,28459,8749549,33.97,-78.38
US,14743,10038852,42.16,-78.38
US,14098,11893632,43.32,-78.38
US,14103,8924052,43.21,-78.38
US,14133,12581181,42.49,-78.38
US,14479,10563622,43.21,-78.38
US,16881,10342987,40.99,-78.38
US,16731,12127163,41.95,-78.38
US,22650,11782254,38.76,-78.38
US,23917,9284894,36.66,-78.38
US,22965,10676653,38.25,-78.38
US,22723,12156665,38.35,-78.38
US,28441,12190884,34.78,-78.39
US,28470,11817712,33.95,-78.39
US,14082,11099891,42.66,-78.39
US,14013,11547787,43.08,-78.39
US,14040,11670773,42.89,-78.39
US,16671,11167136,40.8,-78.39
US,16673,11123490,40.33,-78.39
US,16648,11304562,40.43,-78.39
US,23901,8799248,37.29,-78.39
US,23909,8776452,37.29,-78.39
US,28423,12325900,34.31,-78.4
US,14036,11688222,42.96,-78.4
US,16603,11440701,40.5,-78.4
US,16602,9667679,40.5,-78.4
US,16601,10598610,40.5,-78.4
US,16680,9393220,40.76,-78.4
US,17211,10359474,39.76,-78.4
US,22626,8938902,38.97,-78.4
US,26808,11192055,39.23,-78.4
US,27536,11696587,36.32,-78.41
US,23004,9686195,37.66,-78.41
US,27584,12673481,36.5,-78.42
US,28469,9654286,33.89,-78.42
US,27524,9615827,35.44,-78.42
US,14145,9139175,42.73,-78.42
US,16635,11557983,40.42,-78.42
US,22652,10418422,38.84,-78.42
US,14009,10051520,42.53,-78.43
US,14760,10807509,42.08,-78.43
US,16830,11022221,41.02,-78.43
US,16730,11841418,41.83,-78.43
US,16665,11185507,40.39,-78.43
US,16681,9733960,40.8,-78.43
US,22660,10888971,38.94,-78.43
US,22973,12469637,38.3,-78.43
US,26711,11581265,39.29,-78.43
US,27544,10860704,36.22,-78.44
US,14037,10788319,42.8,-78.44
US,14083,10454916,42.67,-78.44
US,16661,12062661,40.82,-78.44
US,16625,10582411,40.29,-78.44
US,16749,9761454,41.8,-78.44
US,16619,11999532,40.69,-78.44
US,16644,9149828,40.7,-78.44
US,27528,8793704,35.65,-78.45
US,27571,11081830,35.92,-78.45
US,27525,11772588,36.1,-78.45
US,27520,10810575,35.64,-78.45
US,14737,9782086,42.33,-78.45
US,16745,12663741,41.92,-78.45
US,16637,9878229,40.32,-78.45
US,22654,9548030,39.08,-78.45
US,22835,11112749,38.66,-78.45
US,23943,11972681,37.24,-78.45
US,25434,11471996,39.53,-78.45
US,28434,9072795,34.42,-78.46
US,16843,9910197,41,-78.46
US,23924,10595372,36.79,-78.46
US,23936,12456828,37.54,-78.46
US,28420,10540306,34.07,-78.47
US,27596,9495361,36.02,-78.47
US,14173,9609778,42.52,-78.47
US,14042,12593758,42.49,-78.47
US,14105,9929725,43.21,-78.47
US,14778,11879158,42.08,-78.47
US,16640,11694462,40.7,-78.47
US,16837,10610246,40.93,-78.47
US,27545,11673672,35.79,-78.48
US,16639,10148985,40.66,-78.48
US,15827,11085560,41.31,-78.48
US,16861,11021006,40.88,-78.48
US,22905,10301888,38.03,-78.48
US,22906,10534869,38.03,-78.48
US,23947,9235039,37.03,-78.48
US,22936,10522169,38.15,-78.48
US,22911,8948398,38.03,-78.48
US,22902,9872096,38.03,-78.48
US,22903,9425673,38.03,-78.48
US,22901,9509198,38.03,-78.48
US,23941,12582699,36.91,-78.48
US,22904,9219415,38.03,-78.48
US,22907,9618068,38.03,-78.48
US,22908,9117421,38.03,-78.48
US,22909,10015092,38.03,-78.48
US,22910,11452950,38.03,-78.48
US,26823,10066155,39.13,-78.48
US,14706,9185676,42.09,-78.49
US,14001,9101107,43.01,-78.49
US,14004,11432200,42.89,-78.49
US,15868,11017842,41.26,-78.49
US,15841,8970745,41.26,-78.49
US,16645,10405059,40.79,-78.49
US,23968,10894075,36.69,-78.49
US,24590,9475006,37.79,-78.49
US,26865,11983751,39.18,-78.49
US,28385,11701437,35.01,-78.5
US,14030,8702172,42.56,-78.5
US,14134,11372956,42.53,-78.5
US,16863,11302346,40.9,-78.5
US,16729,10519343,41.96,-78.5
US,16636,10294474,40.6,-78.5
US,15522,12172991,40.01,-78.5
US,16616,10149755,40.76,-78.5
US,16682,9138265,40.32,-78.5
US,16744,12621662,41.9,-78.5
US,22851,9101541,38.57,-78.5
US,28450,9614102,34.31,-78.51
US,28468,10974509,33.87,-78.51
US,28382,8858602,34.95,-78.51
US,14038,10979417,43.02,-78.51
US,16833,11513105,40.97,-78.51
US,16629,9315116,40.53,-78.51
US,16670,10397401,40.25,-78.51
US,22644,8800391,38.98,-78.51
US,22664,11901917,38.87,-78.51
US,27588,12445908,35.97,-78.52
US,27587,8873360,35.97,-78.52
US,14101,12617958,42.38,-78.52
US,25444,12445524,39.37,-78.52
US,14139,12594963,42.7,-78.53
US,16667,11908933,40.18,-78.53
US,16627,11985203,40.74,-78.53
US,28452,10002173,34,-78.54
US,27504,9485475,35.37,-78.54
US,14080,10046738,42.63,-78.54
US,16655,9915793,40.24,-78.54
US,16613,10391742,40.55,-78.54
US,27507,11931224,36.5,-78.55
US,14102,10301784,42.83,-78.55
US,14012,10459793,43.32,-78.55
US,16656,12184306,40.77,-78.55
US,16641,12030267,40.48,-78.55
US,15857,11060713,41.42,-78.55
US,16727,11884615,41.97,-78.55
US,23960,10450574,37.3,-78.55
US,23921,8742434,37.55,-78.55
US,22946,9032535,37.86,-78.55
US,25431,9759754,39.48,-78.55
US,21530,12502304,39.7,-78.56
US,27582,9612760,36.44,-78.56
US,16732,10950558,41.85,-78.56
US,22940,12035726,38.15,-78.56
US,23927,12672358,36.62,-78.56
US,22824,9648298,38.82,-78.56
US,28467,8885185,33.89,-78.57
US,14067,12260261,43.19,-78.57
US,22935,9961475,38.26,-78.57
US,27565,10692821,36.31,-78.58
US,16726,8925172,41.82,-78.58
US,15539,11419510,40.12,-78.58
US,16630,10414921,40.46,-78.58
US,16733,9322593,41.7,-78.58
US,16699,11567623,40.46,-78.58
US,23976,11055414,36.85,-78.58
US,28442,11073578,34.29,-78.59
US,14741,11699832,42.21,-78.59
US,15550,9665956,40,-78.59
US,15831,11364428,41.36,-78.59
US,22945,9354451,38.05,-78.59
US,26851,9668640,39.07,-78.59
US,26704,10923254,39.3,-78.59
US,14055,11932807,42.55,-78.6
US,14031,12414972,42.98,-78.6
US,15849,8937096,41.21,-78.6
US,15846,9172216,41.32,-78.6
US,23937,9946913,36.99,-78.6
US,22937,11427117,37.83,-78.6
US,26714,9305096,39.19,-78.6
US,21555,10984031,39.54,-78.61
US,28335,10521601,35.31,-78.61
US,28337,12009404,34.62,-78.61
US,28334,9542468,35.31,-78.61
US,14748,9983862,42.14,-78.61
US,14052,10465089,42.76,-78.61
US,16838,12308139,40.96,-78.61
US,16624,10129323,40.57,-78.61
US,22827,12556080,38.41,-78.61
US,25437,8774434,39.44,-78.61
US,27529,11678419,35.69,-78.62
US,14171,10843716,42.43,-78.62
US,14169,10583072,42.75,-78.62
US,15521,11058542,40.19,-78.62
US,15938,9866521,40.42,-78.62
US,15753,9975753,40.81,-78.62
US,22849,10382958,38.48,-78.62
US,26722,10859359,39.49,-78.62
US,14753,9968406,42.02,-78.63
US,14069,10749535,42.6,-78.63
US,14008,11165351,43.31,-78.63
US,14059,10218423,42.83,-78.63
US,14032,12656314,43,-78.63
US,14140,12276896,42.83,-78.63
US,15534,11605561,39.92,-78.63
US,15940,9048796,40.5,-78.63
US,29566,11309510,33.87,-78.63
US,23964,9095295,36.76,-78.63
US,24529,9250010,36.6,-78.63
US,23923,12483245,37.05,-78.63
US,22959,11324712,37.94,-78.63
US,22842,12141085,38.74,-78.63
US,22924,12554681,38.01,-78.63
US,28318,10891863,34.99,-78.64
US,28342,12585489,35.19,-78.64
US,16740,11705565,41.72,-78.64
US,15559,9273924,40.04,-78.64
US,15554,9427253,40.1,-78.64
US,16668,10488756,40.63,-78.64
US,16701,9438880,41.96,-78.64
US,15925,11950393,40.4,-78.64
US,24562,11859679,37.73,-78.64
US,27629,10294941,35.82,-78.65
US,27620,11047282,35.82,-78.65
US,27622,9835036,35.82,-78.65
US,27611,12281506,35.82,-78.65
US,27619,11396224,35.82,-78.65
US,27624,9073608,35.82,-78.65
US,28433,11155549,34.48,-78.65
US,27601,9930795,35.82,-78.65
US,27605,10408490,35.82,-78.65
US,27608,10875148,35.82,-78.65
US,27607,10418164,35.82,-78.65
US,27604,12456726,35.82,-78.65
US,27606,9658452,35.82,-78.65
US,27609,11029600,35.82,-78.65
US,27616,10912801,35.82,-78.65
US,27610,11412550,35.82,-78.65
US,27603,9584352,35.82,-78.65
US,27612,12460959,35.82,-78.65
US,27614,11774398,35.82,-78.65
US,27615,10257165,35.82,-78.65
US,27613,9414943,35.82,-78.65
US,27602,10557207,35.82,-78.65
US,27621,9709545,35.82,-78.65
US,27623,12619573,35.82,-78.65
US,27625,9597685,35.82,-78.65
US,27626,11861029,35.82,-78.65
US,27627,10621802,35.82,-78.65
US,27628,10721617,35.82,-78.65
US,27636,9229876,35.82,-78.65
US,27650,11576867,35.82,-78.65
US,27658,11503520,35.82,-78.65
US,27661,11451810,35.82,-78.65
US,27675,9411298,35.82,-78.65
US,27676,8796805,35.82,-78.65
US,27634,9721041,35.82,-78.65
US,27635,9053676,35.82,-78.65
US,27640,12118998,35.82,-78.65
US,27656,10252895,35.82,-78.65
US,27668,10841462,35.82,-78.65
US,27690,12055613,35.82,-78.65
US,27695,9898180,35.82,-78.65
US,27697,9893475,35.82,-78.65
US,27698,11863970,35.82,-78.65
US,27699,10193970,35.82,-78.65
US,23934,9911491,37.11,-78.65
US,28455,9281634,34.13,-78.66
US,27521,11267777,35.4,-78.66
US,27592,9626612,35.54,-78.66
US,14086,11787936,42.9,-78.66
US,15856,11853517,41.08,-78.66
US,16738,8906367,41.87,-78.66
US,23967,9750816,36.93,-78.66
US,22987,12278319,38.11,-78.66
US,28339,11323121,35.32,-78.67
US,14731,11013031,42.27,-78.67
US,14170,11641380,42.7,-78.67
US,14141,11015028,42.5,-78.67
US,15845,10734081,41.49,-78.67
US,15946,9444524,40.38,-78.67
US,29598,10422822,33.82,-78.67
US,29597,9404027,33.82,-78.67
US,29582,8727640,33.82,-78.67
US,24580,9841329,36.55,-78.67
US,22844,9382599,38.64,-78.67
US,26755,11128835,39.13,-78.67
US,28344,8793745,35.21,-78.68
US,27522,8829886,36.12,-78.68
US,27564,9488863,36.11,-78.68
US,14026,10522703,42.94,-78.68
US,14033,10450304,42.65,-78.68
US,16692,10186605,40.74,-78.68
US,15870,11141895,41.58,-78.68
US,16725,11655712,41.89,-78.68
US,16675,11822307,40.66,-78.68
US,23958,11062463,37.26,-78.68
US,21560,12106033,39.59,-78.69
US,28391,8906334,35.01,-78.69
US,14095,9749576,43.16,-78.69
US,14108,9878631,43.28,-78.69
US,14094,10056149,43.16,-78.69
US,15921,11654475,40.32,-78.69
US,22969,11209609,37.79,-78.69
US,22932,9026721,38.06,-78.69
US,26763,10456451,39.45,-78.69
US,28399,10853142,34.74,-78.7
US,28472,12149386,34.32,-78.7
US,28424,11035829,34.29,-78.7
US,14043,11804105,42.91,-78.7
US,14051,11198119,43.04,-78.7
US,15722,9008975,40.6,-78.7
US,16646,10024364,40.66,-78.7
US,15822,9099512,41.34,-78.7
US,22931,11209435,37.89,-78.7
US,23962,8952533,36.97,-78.7
US,26761,12480927,39.26,-78.7
US,14126,10609458,43.33,-78.71
US,14028,10396444,43.31,-78.71
US,15952,12128375,40.29,-78.71
US,15962,11249567,40.38,-78.71
US,22847,10506153,38.72,-78.71
US,28332,11883925,34.65,-78.72
US,27581,11513302,36.19,-78.72
US,28312,11508612,34.93,-78.72
US,14025,10257161,42.61,-78.72
US,14779,11337260,42.16,-78.72
US,15757,9238213,40.87,-78.72
US,15545,10471210,39.82,-78.72
US,15853,9651598,41.42,-78.72
US,15931,9163505,40.48,-78.72
US,28395,11002406,35.16,-78.73
US,27501,11303531,35.51,-78.73
US,15737,9403471,40.6,-78.73
US,15823,9553930,41.27,-78.73
US,15801,11181633,41.14,-78.73
US,15930,12287686,40.28,-78.73
US,15773,12488662,40.6,-78.73
US,29568,12104421,33.93,-78.73
US,24599,11586153,37.64,-78.73
US,24534,9353184,36.83,-78.73
US,22833,12503467,38.54,-78.73
US,27506,9703347,35.4,-78.74
US,28356,12451397,35.25,-78.74
US,14729,9084496,42.4,-78.74
US,14127,10667950,42.76,-78.74
US,15948,12261578,40.49,-78.74
US,15848,11914672,41.03,-78.74
US,23959,12432750,37.08,-78.74
US,22840,9851663,38.36,-78.74
US,26801,9669205,39.04,-78.74
US,27617,12419102,35.88,-78.75
US,14068,10201108,43.02,-78.75
US,22938,11414446,37.85,-78.75
US,26757,11164394,39.34,-78.75
US,21501,11685086,39.65,-78.76
US,21502,10160484,39.65,-78.76
US,21503,11512841,39.65,-78.76
US,21504,9495249,39.65,-78.76
US,21505,8922608,39.65,-78.76
US,15955,11854033,40.32,-78.76
US,15958,11256007,40.37,-78.76
US,15738,10293690,40.69,-78.76
US,22832,12086534,38.45,-78.76
US,26767,9680711,39.61,-78.76
US,26719,12155499,39.49,-78.76
US,21529,9952445,39.72,-78.77
US,27509,11904411,36.13,-78.77
US,15934,11930444,40.33,-78.77
US,15553,12354307,39.98,-78.77
US,15775,9707228,40.64,-78.77
US,22943,9632144,38.05,-78.77
US,24598,9684469,36.54,-78.77
US,22853,9556420,38.63,-78.77
US,26753,10249648,39.64,-78.77
US,14110,12510313,42.67,-78.78
US,15951,11521027,40.33,-78.78
US,15927,10695810,40.54,-78.78
US,15714,8957876,40.66,-78.78
US,15721,9897891,40.81,-78.78
US,15866,8936065,41.02,-78.78
US,22810,10730805,38.8,-78.78
US,23939,10216338,37.3,-78.78
US,21524,8888088,39.69,-78.79
US,28392,10371168,34.73,-78.79
US,28432,11774404,34.2,-78.79
US,27512,10268728,35.78,-78.79
US,28320,9279955,34.53,-78.79
US,27518,9151749,35.78,-78.79
US,27511,10912473,35.78,-78.79
US,27519,10201171,35.78,-78.79
US,27513,9890546,35.78,-78.79
US,14755,11874220,42.24,-78.79
US,15956,11738572,40.36,-78.79
US,15824,9306102,41.24,-78.79
US,24589,10586945,36.75,-78.79
US,22846,10347623,38.36,-78.79
US,22815,8909547,38.6,-78.79
US,15840,9644520,41.14,-78.8
US,15724,10944096,40.72,-78.8
US,15926,9705927,40.1,-78.8
US,16735,10891614,41.66,-78.8
US,24581,10945920,37.64,-78.8
